fold,f1_macro,precision_macro,recall_macro,auroc_macro,ap_macro,hamming_loss,subset_accuracy
fixed,0.6576921939849854,0.6677268743515015,0.6547502279281616,0.8798686265945435,0.7130345702171326,0.14576271186440679,0.5199267063673844
