fold,f1_macro,precision_macro,recall_macro,auroc_macro,ap_macro,hamming_loss,subset_accuracy
fixed,0.6896809339523315,0.7574228048324585,0.6628759503364563,0.9128891825675964,0.7750446200370789,0.118460833715071,0.59780119102153
