fold,f1_macro,precision_macro,recall_macro,auroc_macro,ap_macro,hamming_loss,subset_accuracy
fixed,0.6692090034484863,0.6916853785514832,0.6533711552619934,0.8885554075241089,0.730704665184021,0.13733394411360514,0.5693999083829593
