fold,f1_macro,precision_macro,recall_macro,auroc_macro,ap_macro,hamming_loss,subset_accuracy
fixed,0.5000223517417908,0.6096311211585999,0.44392308592796326,0.8144620656967163,0.5767818689346313,0.18561612459917545,0.4310581768208887
